# rank frequency word
1836 1 jerked
1837 1 jerking
1838 1 jewel
1839 1 joined
1840 1 journey
1841 1 joys
1842 1 judgement
1843 1 justice
1844 1 key
1845 1 kin
1846 1 kindness
1847 1 king
1848 1 kings
1849 1 kneel
1850 1 knife
1851 1 knives
1852 1 knocked
1853 1 labor
1854 1 lad
1855 1 lanterns
1856 1 larder
1857 1 lassitude
1858 1 lasts
1859 1 laugh
1860 1 leading
1861 1 leaf
1862 1 leaping
1863 1 leaving
1864 1 leg
1865 1 legally
1866 1 legend
1867 1 legends
1868 1 length
1869 1 liable
1870 1 library
1871 1 licensed
1872 1 lids
1873 1 lied
1874 1 lifetimes
1875 1 lift
1876 1 lifted
1877 1 lighten
1878 1 lighting
1879 1 lights
1880 1 limbs
1881 1 lime
1882 1 limits
1883 1 linked
1884 1 liquid
1885 1 listened
1886 1 locations
1887 1 lock
1888 1 locked
1889 1 locks
1890 1 looks
1891 1 loose
1892 1 lot
1893 1 louder
1894 1 low
1895 1 lowered
1896 1 lunged
1897 1 lungs
1898 1 machine
1899 1 madness
1900 1 mail
1901 1 main
1902 1 maintaining
1903 1 majority
1904 1 making
1905 1 male
1906 1 manager
1907 1 mandate
1908 1 mandates
1909 1 map
1910 1 march
1911 1 martyrs
1912 1 mattered
1913 1 maximum
1914 1 meant
1915 1 meets
1916 1 melt
1917 1 members
1918 1 merchantability
1919 1 met
1920 1 method
1921 1 methods
1922 1 michael
1923 1 midday
1924 1 middle
1925 1 mile
1926 1 milepost
1927 1 minutes
1928 1 misery
1929 1 mississippi
1930 1 mists
1931 1 mix
1932 1 moan
1933 1 modern
1934 1 modification
1935 1 modified
1936 1 moment
1937 1 monstrous
1938 1 month
1939 1 months
1940 1 moths
1941 1 mould
1942 1 mount
1943 1 mountaintop
1944 1 movement
1945 1 moves
1946 1 muscles
1947 1 narrow
1948 1 near
1949 1 necessarily
1950 1 needle
1951 1 negligence
1952 1 network
1953 1 newest
1954 1 newsletter
1955 1 next
1956 1 nights
1957 1 non
1958 1 nonproprietary
1959 1 notifies
1960 1 nowhere
1961 1 numbers
1962 1 obediently
1963 1 obsolete
1964 1 occur
1965 1 occurred
1966 1 odor
1967 1 offense
1968 1 offenses
1969 1 offer
1970 1 offers
1971 1 office
1972 1 onto
1973 1 opening
1974 1 opportunities
1975 1 opportunity
1976 1 ordered
1977 1 organized
1978 1 original
1979 1 originator
1980 1 outcast
1981 1 outdated
1982 1 owe
1983 1 owed
1984 1 paces
1985 1 painting
1986 1 pale
1987 1 palm
1988 1 palms
1989 1 papers
1990 1 paperwork
1991 1 parents
1992 1 parted
1993 1 particularly
1994 1 party
1995 1 passer
1996 1 passes
1997 1 passing
1998 1 patch
1999 1 pavements
2000 1 pay
2001 1 peak
2002 1 perform
2003 1 performances
2004 1 performed
2005 1 periodic
2006 1 permanent
2007 1 permitting
2008 1 pg
2009 1 pglaf
2010 1 picked
2011 1 pierced
2012 1 piled
2013 1 pillow
2014 1 plants
2015 1 plates
2016 1 play
2017 1 played
2018 1 plays
2019 1 pleaded
2020 1 pleading
2021 1 pleases
2022 1 pleasure
2023 1 pleats
2024 1 ploughed
2025 1 plunder
2026 1 points
2027 1 ponder
2028 1 poor
2029 1 possess
2030 1 possessed
2031 1 possession
2032 1 possibility
2033 1 pot
2034 1 poured
2035 1 powders
2036 1 practically
2037 1 preferred
2038 1 pregnant
2039 1 prescribe
2040 1 previous
2041 1 print
2042 1 prison
2043 1 probe
2044 1 problem
2045 1 processing
2046 1 produce
2047 1 production
2048 1 professor
2049 1 profit
2050 1 profits
2051 1 prohibition
2052 1 prometheus
2053 1 promotion
2054 1 proofread
2055 1 proprietary
2056 1 protest
2057 1 provision
2058 1 provisions
2059 1 puddle
2060 1 punitive
2061 1 pure
2062 1 purple
2063 1 push
2064 1 puzzle
2065 1 questioned
2066 1 quick
2067 1 quiet
2068 1 rage
2069 1 raged
2070 1 rags
2071 1 rains
2072 1 rakes
2073 1 ray
2074 1 raze
2075 1 reaching
2076 1 reading
2077 1 reasonable
2078 1 reasons
2079 1 rebuild
2080 1 receiving
2081 1 recently
2082 1 recover
2083 1 recreation
2084 1 redemption
2085 1 redistribute
2086 1 reeling
2087 1 refused
2088 1 regulating
2089 1 release
2090 1 remaining
2091 1 remains
2092 1 remedies
2093 1 removing
2094 1 renamed
2095 1 repair
2096 1 replace
2097 1 reported
2098 1 reports
2099 1 representations
2100 1 represents
2101 1 request
2102 1 require
2103 1 required
2104 1 restrain
2105 1 returned
2106 1 reveal
2107 1 revenue
2108 1 revolves
2109 1 rewarded
2110 1 ringing
2111 1 rippled
2112 1 risen
2113 1 rivers
2114 1 roads
2115 1 roam
2116 1 rod
2117 1 roof
2118 1 roots
2119 1 rows
2120 1 rubbed
2121 1 ruin
2122 1 rung
2123 1 running
2124 1 rusted
2125 1 sacred
2126 1 sacrifice
2127 1 sadness
2128 1 sages
2129 1 sails
2130 1 salt
2131 1 salute
2132 1 sands
2133 1 sank
2134 1 satisfaction
2135 1 savage
2136 1 says
2137 1 scars
2138 1 scraped
2139 1 scraps
2140 1 screamed
2141 1 search
2142 1 searchlight
2143 1 seas
2144 1 seat
2145 1 sections
2146 1 seeking
2147 1 sending
2148 1 serfdom
2149 1 servant
2150 1 service
2151 1 sets
2152 1 seventeen
2153 1 several
2154 1 shackled
2155 1 shade
2156 1 shading
2157 1 shaft
2158 1 shakes
2159 1 shapeless
2160 1 shapes
2161 1 sharing
2162 1 sharper
2163 1 sheer
2164 1 shells
2165 1 shelves
2166 1 shining
2167 1 shoved
2168 1 shown
2169 1 shrieked
2170 1 shrink
2171 1 shrinking
2172 1 shudder
2173 1 shut
2174 1 sickly
2175 1 sides
2176 1 sieve
2177 1 sighed
2178 1 sign
2179 1 signal
2180 1 silk
2181 1 similarity
2182 1 simple
2183 1 simply
2184 1 size
2185 1 slashed
2186 1 slaves
2187 1 slept
2188 1 slipping
2189 1 smeared
2190 1 smiling
2191 1 smoke
2192 1 smoulder
2193 1 snapped
2194 1 snarling
2195 1 snores
2196 1 sobs
2197 1 soggy
2198 1 solemn
2199 1 solicitation
2200 1 solved
2201 1 somehow
2202 1 something
2203 1 son
2204 1 sought
2205 1 south
2206 1 space
2207 1 spangles
2208 1 spark
2209 1 sparkle
2210 1 sparkling
2211 1 spat
2212 1 special
2213 1 speck
2214 1 speeches
2215 1 speedily
2216 1 spider
2217 1 spill
2218 1 spilled
2219 1 spine
2220 1 sprays
2221 1 spreading
2222 1 springs
2223 1 sprinkling
2224 1 staff
2225 1 stained
2226 1 stains
2227 1 stare
2228 1 started
2229 1 statements
2230 1 stayed
2231 1 steadiest
2232 1 steadily
2233 1 steals
2234 1 steel
2235 1 stepping
2236 1 stir
2237 1 stirs
2238 1 stored
2239 1 strands
2240 1 streak
2241 1 streaked
2242 1 strict
2243 1 striking
2244 1 string
2245 1 strive
2246 1 stroke
2247 1 strokes
2248 1 student
2249 1 studies
2250 1 subject
2251 1 subscribe
2252 1 suffered
2253 1 summer
2254 1 sunlight
2255 1 sunrays
2256 1 superior
2257 1 supreme
2258 1 survive
2259 1 survived
2260 1 suspect
2261 1 suspicion
2262 1 swamp
2263 1 swayed
2264 1 swiftly
2265 1 swimming
2266 1 synonymous
2267 1 tables
2268 1 taller
2269 1 tamed
2270 1 tarried
2271 1 tasted
2272 1 taut
2273 1 taxes
2274 1 tear
2275 1 tells
2276 1 tempted
2277 1 terror
2278 1 tested
2279 1 tests
2280 1 texts
2281 1 themselves
2282 1 thinks
2283 1 thinner
2284 1 thousand
2285 1 threatens
2286 1 thrice
2287 1 throw
2288 1 thunderstorms
2289 1 tilled
2290 1 tired
2291 1 title
2292 1 toiled
2293 1 toiling
2294 1 tongue
2295 1 tool
2296 1 tore
2297 1 torrent
2298 1 torture
2299 1 touches
2300 1 tower
2301 1 traitor
2302 1 transcribe
2303 1 transcription
2304 1 transgressions
2305 1 transition
2306 1 travel
2307 1 treatment
2308 1 treetops
2309 1 trembling
2310 1 trials
2311 1 trickled
2312 1 troubled
2313 1 trust
2314 1 trying
2315 1 tune
2316 1 twinkling
2317 1 types
2318 1 unbroken
2319 1 unclean
2320 1 unconquered
2321 1 undefiled
2322 1 understanding
2323 1 undress
2324 1 unenforceability
2325 1 unexplored
2326 1 uniform
2327 1 universe
2328 1 unlike
2329 1 unlink
2330 1 unmoving
2331 1 unprotected
2332 1 unsolicited
2333 1 untouched
2334 1 unveiling
2335 1 unworthy
2336 1 upturned
2337 1 useful
2338 1 ut
2339 1 vainly
2340 1 variety
2341 1 veils
2342 1 vein
2343 1 version
2344 1 very
2345 1 vice
2346 1 victims
2347 1 victory
2348 1 viewed
2349 1 viewing
2350 1 violates
2351 1 virus
2352 1 visiting
2353 1 void
2354 1 volunteer
2355 1 vote
2356 1 voted
2357 1 wagons
2358 1 want
2359 1 wards
2360 1 warm
2361 1 warmth
2362 1 waves
2363 1 wax
2364 1 weak
2365 1 weakest
2366 1 weariness
2367 1 whence
2368 1 wherever
2369 1 whim
2370 1 whip
2371 1 whirl
2372 1 whispers
2373 1 whither
2374 1 whole
2375 1 wider
2376 1 widespread
2377 1 widger
2378 1 wilderness
2379 1 wildly
2380 1 willingly
2381 1 winding
2382 1 windowpane
2383 1 wings
2384 1 withered
2385 1 witness
2386 1 won
2387 1 worn
2388 1 wound
2389 1 wounds
2390 1 wreck
2391 1 wrists
2392 1 wrote
2393 1 yard
2394 1 yoke
2395 1 youngest
2396 1 yours
2397 1 yourself
2398 1 zinc
